"","lhs","op","rhs","label","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox","subj_idx"
"121","response","~1","","",0,0,NA,NA,0,0,0,0,0,7
"122","X","~1","","",-0.024,0,NA,NA,-0.024,-0.024,-0.024,-0.0239828960569546,-0.024,7
"123","S","~1","","",1.54,0,NA,NA,1.54,1.54,1.54,3.08681211247354,1.54,7
"124","indirect",":=","a*b","indirect",0.101451421928988,0.0671076685215179,1.51177092222266,0.130592149093652,-0.0300771914596393,0.232980035317616,0.101451421928988,0.0973111002955686,0.0972417501490211,7
"125","direct",":=","c","direct",-0.370350571947368,0.0910448211026123,-4.0677829607679,4.74625569353293e-05,-0.54879514228738,-0.191906001607355,-0.370350571947368,-0.355236239828334,-0.35498307564443,7
"126","total",":=","c+(a*b)","total",-0.26889915001838,0.062535574150267,-4.29993893351392,1.70845179781054e-05,-0.391466623105437,-0.146331676931322,-0.26889915001838,-0.257925139532765,-0.257741325495409,7
"127","M","~","X","a",1.00853994821716,0.0442143898604506,22.8102197361608,0,0.921881336492261,1.09519855994205,1.00853994821716,0.715372547795396,0.71470827805187,8
"128","response","~","M","b",-0.168591996917634,0.0496455905013304,-3.39591079923032,0.000684006467661202,-0.265895566291465,-0.0712884275438028,-0.168591996917634,-0.218467424917698,-0.218467424917698,8
"129","response","~","X","c",-0.0831519848323332,0.216351401453139,-0.384337629771923,0.700728221187984,-0.507192939685252,0.340888970020585,-0.0831519848323332,-0.0764295882834077,-0.0763586184605324,8
"130","response","~","S","s0",0.723649709842875,0.493775262047213,1.46554468290411,0.142772370823386,-0.24413202022649,1.69143143991224,0.723649709842875,0.331421703978958,0.664528840825466,8
"131","response","|","t1","",-1.25295830545025,0.662728701023949,-1.89060516545362,0.0586770702061847,-2.5518826909782,0.045966080077704,-1.25295830545025,-1.15059388402751,-1.15059388402751,8
"132","M","~~","M","",0.972218378828689,0.0667232003191685,14.5709194729586,0,0.841443309269868,1.10299344838751,0.972218378828689,0.488242117860723,0.488242117860723,8
"133","response","~~","response","",0.972366382856678,0,NA,NA,0.972366382856678,0.972366382856678,0.972366382856678,0.819975393028894,0.819975393028894,8
"134","X","~~","X","",1.00185971943888,0,NA,NA,1.00185971943888,1.00185971943888,1.00185971943888,1,1.00185971943888,8
"135","X","~~","S","",0.0235430861723447,0,NA,NA,0.0235430861723447,0.0235430861723447,0.0235430861723447,0.0471620661067888,0.0235430861723447,8
"136","S","~~","S","",0.248733466933868,0,NA,NA,0.248733466933868,0.248733466933868,0.248733466933868,1,0.248733466933868,8
"137","response","~*~","response","",1,0,NA,NA,1,1,1,1,1,8
"138","M","~1","","",0.195849047571045,0.13762442798508,1.42306893070086,0.154716173950895,-0.0738898746726378,0.465587969814728,0.195849047571045,0.138789678876916,0.138789678876916,8
"139","response","~1","","",0,0,NA,NA,0,0,0,0,0,8
"140","X","~1","","",-0.012,0,NA,NA,-0.012,-0.012,-0.012,-0.0119888572227899,-0.012,8
"141","S","~1","","",1.458,0,NA,NA,1.458,1.458,1.458,2.92341460529405,1.458,8
"142","indirect",":=","a*b","indirect",-0.170031763841138,0.0518288588416562,-3.28063877232194,0.00103572299470311,-0.271614460530594,-0.0684490671516814,-0.170031763841138,-0.156285598373673,-0.156140477073354,8
"143","direct",":=","c","direct",-0.0831519848323332,0.216351401453139,-0.384337629771923,0.700728221187984,-0.507192939685252,0.340888970020585,-0.0831519848323332,-0.0764295882834077,-0.0763586184605324,8
"144","total",":=","c+(a*b)","total",-0.253183748673471,0.21172243707538,-1.19582861491118,0.231763446840413,-0.668152100060263,0.161784602713321,-0.253183748673471,-0.232715186657081,-0.232499095533886,8
"145","M","~","X","a",1.03317258861265,0.0431271939375732,23.9564064870108,0,0.948644841740733,1.11770033548457,1.03317258861265,0.734805504113998,0.734076203472388,9
"146","response","~","M","b",0.0540425274571853,0.0966556646463732,0.559124265038232,0.576076915556084,-0.135399094151487,0.243484149065858,0.0540425274571853,0.0679558311250314,0.0679558311250314,9
"147","response","~","X","c",-0.544773507152272,0.16782657988814,-3.24605022348293,0.00117018193464169,-0.873707559381561,-0.215839454922984,-0.544773507152272,-0.487199216613749,-0.486715667294535,9
"148","response","~","S","s0",0.188109623693582,0.215843367442792,0.871509863482089,0.383475822641079,-0.234935602796136,0.6111548501833,0.188109623693582,0.0840607944282871,0.168062322815846,9
"149","response","|","t1","",-1.51671368729237,0.295804828842217,-5.12741354909181,2.93749793600639e-07,-2.09648049827615,-0.936946876308586,-1.51671368729237,-1.35507381455486,-1.35507381455486,9
"150","M","~~","M","",0.911336482812729,0.0615652406602259,14.8027762588037,0,0.790670828419145,1.03200213720631,0.911336482812729,0.460060871123773,0.460060871123773,9
"151","response","~~","response","",0.997338355430977,0,NA,NA,0.997338355430977,0.997338355430977,0.997338355430977,0.79608825288604,0.79608825288604,9
"152","X","~~","X","",1.0019879759519,0,NA,NA,1.0019879759519,1.0019879759519,1.0019879759519,1,1.0019879759519,9
"153","X","~~","S","",-0.0239759519038076,0,NA,NA,-0.0239759519038076,-0.0239759519038076,-0.0239759519038076,-0.0478874239639036,-0.0239759519038076,9
"154","S","~~","S","",0.250176352705411,0,NA,NA,0.250176352705411,0.250176352705411,0.250176352705411,1,0.250176352705411,9
"155","response","~*~","response","",1,0,NA,NA,1,1,1,1,1,9
"156","M","~1","","",-0.268538463873001,0.136934818506467,-1.96106780438987,0.0498711138393078,-0.536925776375205,-0.000151151370797853,-0.268538463873001,-0.190798418598101,-0.190798418598101,9
"157","response","~1","","",0,0,NA,NA,0,0,0,0,0,9
"158","X","~1","","",0.004,0,NA,NA,0.004,0.004,0.004,0.0039960299663651,0.004,9
"159","S","~1","","",1.482,0,NA,NA,1.482,1.482,1.482,2.96295513392472,1.482,9
"160","indirect",":=","a*b","indirect",0.0558352579881104,0.0999023314215011,0.558898448050567,0.576231028645481,-0.139969713569616,0.251640229545837,0.0558352579881104,0.0499343187473144,0.0498847585160737,9
"161","direct",":=","c","direct",-0.544773507152272,0.16782657988814,-3.24605022348293,0.00117018193464169,-0.873707559381561,-0.215839454922984,-0.544773507152272,-0.487199216613749,-0.486715667294535,9
"162","total",":=","c+(a*b)","total",-0.488938249164162,0.135177652142219,-3.61700504052072,0.000298031502292684,-0.753881578877595,-0.223994919450729,-0.488938249164162,-0.437264897866434,-0.436830908778462,9
"163","M","~","X","a",1.06814567838765,0.0483220720213764,22.1047159963491,0,0.973436157567405,1.1628551992079,1.06814567838765,0.707613883086745,0.706905915042467,10
"164","response","~","M","b",0.0159340875625313,0.0711636954052123,0.223907534197054,0.822829253122194,-0.123544192438463,0.155412367563526,0.0159340875625313,0.0215400040678553,0.0215400040678553,10
