,index,0
0,t,0.001
1,a,1.0
2,z,0.5
3,v_Intercept,0.35635307114677844
4,v_S,-0.21241736277994172
5,v_X,-0.14042394772993427
6,v_M,0.05526330578026428
7,v_Intercept_std,0.6307539871410448
8,v_S_std,0.25426882176390875
9,v_X_std,0.1312071527760733
10,v_M_std,0.11634375936418914
11,v_Intercept_subj.1,1.1941151383121584
12,v_S_subj.1,0.3801382972050332
13,v_X_subj.1,0.02509717120535912
14,v_M_subj.1,0.12446165271050949
15,z_Intercept,0.5369127749741469
16,z_Intercept_std,0.034433455251331825
17,z_Intercept_subj.1,0.5435308817283686
18,v_Intercept_subj.2,-0.3870881233705839
19,v_S_subj.2,-0.6936770406535193
20,v_X_subj.2,-0.07296649917293375
21,v_M_subj.2,-0.07105955452463972
22,z_Intercept_subj.2,0.5607776030819447
23,v_Intercept_subj.3,0.35353546240374334
24,v_S_subj.3,0.1879739846606041
25,v_X_subj.3,-0.05377943513773917
26,v_M_subj.3,0.14263422977783508
27,z_Intercept_subj.3,0.5148053097275894
28,v_Intercept_subj.4,-0.09130344547378694
29,v_S_subj.4,0.11444543208422303
30,v_X_subj.4,-0.06809987039846918
31,v_M_subj.4,0.12134589546836529
32,z_Intercept_subj.4,0.5678301910208665
33,v_Intercept_subj.5,0.33244048914907004
34,v_S_subj.5,0.40996817058077106
35,v_X_subj.5,-0.1105319855389358
36,v_M_subj.5,0.15229821412998007
37,z_Intercept_subj.5,0.5069906789753943
38,v_Intercept_subj.6,0.62593862786153
39,v_S_subj.6,-0.11498475203047706
40,v_X_subj.6,0.020971132605228343
41,v_M_subj.6,0.14645648619964347
42,z_Intercept_subj.6,0.5459656566690053
43,v_Intercept_subj.7,-0.5854200076916951
44,v_S_subj.7,-0.005052130906376323
45,v_X_subj.7,-0.09125272947867541
46,v_M_subj.7,0.0742304460846813
47,z_Intercept_subj.7,0.5651494847802401
48,v_Intercept_subj.8,0.20623986952529075
49,v_S_subj.8,-0.2492094903370393
50,v_X_subj.8,-0.19013757849841206
51,v_M_subj.8,0.34020072471529006
52,z_Intercept_subj.8,0.5171833874049205
53,v_Intercept_subj.9,-0.3679135512192712
54,v_S_subj.9,-0.13309272858809762
55,v_X_subj.9,-0.30964049700376034
56,v_M_subj.9,-0.07592580695290294
57,z_Intercept_subj.9,0.5140618858359431
58,v_Intercept_subj.10,1.2012541663514211
59,v_S_subj.10,-0.6077625177743837
60,v_X_subj.10,-0.12806825526600418
61,v_M_subj.10,0.11779024637007811
62,z_Intercept_subj.10,0.5138941550110444
63,v_Intercept_subj.11,0.10985446826894238
64,v_S_subj.11,-0.1463141191577683
65,v_X_subj.11,-0.2641654661889853
66,v_M_subj.11,-0.08099547254261832
67,z_Intercept_subj.11,0.5008866866548515
68,v_Intercept_subj.12,-0.00905771202348421
69,v_S_subj.12,0.07919873070373878
70,v_X_subj.12,-0.20519880229131499
71,v_M_subj.12,-0.005837520100205079
72,z_Intercept_subj.12,0.5430021245937253
73,v_Intercept_subj.13,0.32783227580158125
74,v_S_subj.13,-0.20170697686692782
75,v_X_subj.13,0.0066064298318603
76,v_M_subj.13,-0.034378197267623575
77,z_Intercept_subj.13,0.5896342335100969
78,v_Intercept_subj.14,0.4092500716321106
79,v_S_subj.14,0.022576671530842946
80,v_X_subj.14,-0.2564669213948713
81,v_M_subj.14,0.08132344673491476
82,z_Intercept_subj.14,0.5640724421253142
83,v_Intercept_subj.15,-1.1022834825757994
84,v_S_subj.15,0.035212313025956093
85,v_X_subj.15,-0.1698757658503735
86,v_M_subj.15,0.2216658559736501
87,z_Intercept_subj.15,0.5309012158333702
88,v_Intercept_subj.16,1.8180618085151072
89,v_S_subj.16,0.09324636406198827
90,v_X_subj.16,-0.14115949272240771
91,v_M_subj.16,0.19835119222666095
92,z_Intercept_subj.16,0.5288256035212373
93,v_Intercept_subj.17,-0.17861167437886744
94,v_S_subj.17,-0.4577220937031488
95,v_X_subj.17,-0.21825547523875416
96,v_M_subj.17,-0.08567584525588703
97,z_Intercept_subj.17,0.511936839280557
98,v_Intercept_subj.18,-0.05918875203498719
99,v_S_subj.18,-0.34715208597861746
100,v_X_subj.18,-0.22279968191132143
101,v_M_subj.18,0.0652441998329295
102,z_Intercept_subj.18,0.5298973678342603
103,v_Intercept_subj.19,-0.16779193713042645
104,v_S_subj.19,-0.9016852389396048
105,v_X_subj.19,-0.08556571696111961
106,v_M_subj.19,0.055985244167027985
107,z_Intercept_subj.19,0.4910450872109714
108,v_Intercept_subj.20,0.1450358737977767
109,v_S_subj.20,-0.7200852479940828
110,v_X_subj.20,-0.1733138092739744
111,v_M_subj.20,0.00583733763200428
112,z_Intercept_subj.20,0.5856455505362467
113,v_Intercept_subj.21,0.42231708823290354
114,v_S_subj.21,-0.3642059689369813
115,v_X_subj.21,-0.09339700492909812
116,v_M_subj.21,0.02069139209027146
117,z_Intercept_subj.21,0.5674171159090646
118,v_Intercept_subj.22,0.5102915062931785
119,v_S_subj.22,-0.199508792433807
120,v_X_subj.22,-0.11526707285585737
121,v_M_subj.22,0.13050804096858032
122,z_Intercept_subj.22,0.5129481133369957
123,v_Intercept_subj.23,0.290312203762156
124,v_S_subj.23,-0.5465344458022999
125,v_X_subj.23,-0.2201054984829624
126,v_M_subj.23,0.14296714709580086
127,z_Intercept_subj.23,0.4700601114288343
128,v_Intercept_subj.24,0.36458315144186637
129,v_S_subj.24,-0.04556391666151274
130,v_X_subj.24,-0.2854829391903769
131,v_M_subj.24,0.020635303336518043
132,z_Intercept_subj.24,0.5467033588171507
133,v_Intercept_subj.25,0.875054011681466
134,v_S_subj.25,0.08190222427215871
135,v_X_subj.25,-0.11215864529094569
136,v_M_subj.25,0.011575651440521445
137,z_Intercept_subj.25,0.4758579289111599
138,v_Intercept_subj.26,-0.43743449642245663
139,v_S_subj.26,-0.06848784991609422
140,v_X_subj.26,-0.18111461919942137
141,v_M_subj.26,-0.08789674875492132
142,z_Intercept_subj.26,0.5443001101575022
143,v_Intercept_subj.27,-0.13137482690281627
144,v_S_subj.27,-0.4379886600406496
145,v_X_subj.27,-0.32511235143292483
146,v_M_subj.27,0.19358037994821628
147,z_Intercept_subj.27,0.5765874136422882
148,v_Intercept_subj.28,-0.9028389142078774
149,v_S_subj.28,-0.19141206227414287
150,v_X_subj.28,-0.16671015161771321
151,v_M_subj.28,0.15487190305326784
152,z_Intercept_subj.28,0.48187054928334055
153,v_Intercept_subj.29,-0.8397062754657709
154,v_S_subj.29,-0.27655452530861624
155,v_X_subj.29,-0.27930928481801504
156,v_M_subj.29,0.0773316197377116
157,z_Intercept_subj.29,0.5382735234181175
158,v_Intercept_subj.30,0.07368881869992444
159,v_S_subj.30,0.030297077131332256
160,v_X_subj.30,-0.0931771945915883
161,v_M_subj.30,-0.14131200420348866
162,z_Intercept_subj.30,0.6239646877753755
